"year","county_name","state_id","county_population","violent_crime_county","county_state"
2008,"Alpine","CA",4592,0,"Alpine CA"
2009,"Alpine","CA",4618,3,"Alpine CA"
2010,"Alpine","CA",4655,1,"Alpine CA"
2011,"Alpine","CA",5233,5,"Alpine CA"
2012,"Alpine","CA",5282,1,"Alpine CA"
2013,"Alpine","CA",5328,12,"Alpine CA"
2014,"Alpine","CA",5379,2,"Alpine CA"
2017,"Alpine","CA",5497,5,"Alpine CA"
2005,"Amador","CA",14271,72,"Amador CA"
2006,"Amador","CA",14791,68,"Amador CA"
2007,"Amador","CA",15040,50,"Amador CA"
2008,"Amador","CA",15095,65,"Amador CA"
2009,"Amador","CA",14647,47,"Amador CA"
2010,"Amador","CA",14692,50,"Amador CA"
2011,"Amador","CA",15247,44,"Amador CA"
2012,"Amador","CA",15167,55,"Amador CA"
2013,"Amador","CA",14154,33,"Amador CA"
2014,"Amador","CA",13745,26,"Amador CA"
2015,"Amador","CA",6804,7,"Amador CA"
2017,"Amador","CA",14115,28,"Amador CA"
2005,"Amherst","VA",2253,4,"Amherst VA"
2006,"Amherst","VA",2247,3,"Amherst VA"
2007,"Amherst","VA",2221,2,"Amherst VA"
2008,"Amherst","VA",2203,0,"Amherst VA"
2009,"Amherst","VA",2216,1,"Amherst VA"
2010,"Amherst","VA",2207,1,"Amherst VA"
2011,"Amherst","VA",2258,1,"Amherst VA"
2012,"Amherst","VA",2242,0,"Amherst VA"
2013,"Amherst","VA",2223,2,"Amherst VA"
2014,"Amherst","VA",2216,2,"Amherst VA"
2015,"Amherst","VA",2200,0,"Amherst VA"
2017,"Amherst","VA",2201,1,"Amherst VA"
2005,"Amite","MS",1069,1,"Amite MS"
2006,"Amite","MS",1056,10,"Amite MS"
2007,"Amite","MS",1054,8,"Amite MS"
2009,"Amite","MS",1021,1,"Amite MS"
2010,"Amite","MS",996,1,"Amite MS"
2011,"Amite","MS",964,3,"Amite MS"
1999,"Anchorage","AK",257762,0,"Anchorage AK"
2000,"Anchorage","AK",260900,0,"Anchorage AK"
2001,"Anchorage","AK",257762,0,"Anchorage AK"
2003,"Anchorage","AK",271085,0,"Anchorage AK"
2004,"Anchorage","AK",273714,0,"Anchorage AK"
2005,"Anchorage","AK",276109,0,"Anchorage AK"
2006,"Anchorage","AK",277692,0,"Anchorage AK"
2007,"Anchorage","AK",284142,0,"Anchorage AK"
2008,"Anchorage","AK",280068,0,"Anchorage AK"
2009,"Anchorage","AK",283300,0,"Anchorage AK"
2010,"Anchorage","AK",290334,0,"Anchorage AK"
2011,"Anchorage","AK",296955,0,"Anchorage AK"
2012,"Anchorage","AK",299143,0,"Anchorage AK"
2013,"Anchorage","AK",299455,0,"Anchorage AK"
2014,"Anchorage","AK",301306,0,"Anchorage AK"
2015,"Anchorage","AK",301239,0,"Anchorage AK"
2017,"Anchorage","AK",296188,0,"Anchorage AK"
1999,"Anderson","SC",26437,0,"Anderson SC"
1999,"Anderson","TX",19204,0,"Anderson TX"
2000,"Anderson","TN",37914,495,"Anderson TN"
2000,"Anderson","TX",19546,0,"Anderson TX"
2001,"Anderson","SC",26437,0,"Anderson SC"
2001,"Anderson","TX",19204,0,"Anderson TX"
2003,"Anderson","SC",25940,210,"Anderson SC"
2003,"Anderson","TN",27437,163,"Anderson TN"
2003,"Anderson","TX",18007,74,"Anderson TX"
2004,"Anderson","SC",25877,223,"Anderson SC"
2004,"Anderson","TN",27615,171,"Anderson TN"
2004,"Anderson","TX",18107,65,"Anderson TX"
2005,"Anderson","KS",3766,16,"Anderson KS"
2005,"Anderson","KY",9458,9,"Anderson KY"
2005,"Anderson","SC",43366,275,"Anderson SC"
2005,"Anderson","TN",38476,215,"Anderson TN"
2005,"Anderson","TX",19402,82,"Anderson TX"
2006,"Anderson","KS",3755,10,"Anderson KS"
2006,"Anderson","KY",9477,11,"Anderson KY"
2006,"Anderson","SC",40643,334,"Anderson SC"
2006,"Anderson","TN",38601,193,"Anderson TN"
2006,"Anderson","TX",19688,119,"Anderson TX"
2007,"Anderson","KS",3272,6,"Anderson KS"
2007,"Anderson","KY",9710,13,"Anderson KY"
2007,"Anderson","SC",40568,361,"Anderson SC"
2007,"Anderson","TN",38666,200,"Anderson TN"
2007,"Anderson","TX",19526,126,"Anderson TX"
2008,"Anderson","KS",3559,21,"Anderson KS"
2008,"Anderson","KY",10024,13,"Anderson KY"
2008,"Anderson","SC",40824,302,"Anderson SC"
2008,"Anderson","TN",38563,173,"Anderson TN"
2008,"Anderson","TX",19431,143,"Anderson TX"
2009,"Anderson","KS",3582,26,"Anderson KS"
2009,"Anderson","SC",40714,288,"Anderson SC"
2009,"Anderson","TN",38845,163,"Anderson TN"
2009,"Anderson","TX",19714,168,"Anderson TX"
2010,"Anderson","KS",3166,22,"Anderson KS"
2010,"Anderson","KY",10225,17,"Anderson KY"
2010,"Anderson","SC",39783,300,"Anderson SC"
2010,"Anderson","TN",38933,177,"Anderson TN"
2010,"Anderson","TX",19736,72,"Anderson TX"
2011,"Anderson","KS",3437,15,"Anderson KS"
2011,"Anderson","KY",10578,7,"Anderson KY"
2011,"Anderson","SC",39688,324,"Anderson SC"
2011,"Anderson","TN",41029,188,"Anderson TN"
2011,"Anderson","TX",20361,103,"Anderson TX"
2012,"Anderson","KS",3419,8,"Anderson KS"
2012,"Anderson","KY",10642,4,"Anderson KY"
2012,"Anderson","SC",39883,335,"Anderson SC"
2012,"Anderson","TN",41034,147,"Anderson TN"
2012,"Anderson","TX",20179,165,"Anderson TX"
2013,"Anderson","KS",3297,4,"Anderson KS"
2013,"Anderson","KY",11080,17,"Anderson KY"
2013,"Anderson","SC",39538,348,"Anderson SC"
2013,"Anderson","TN",11524,39,"Anderson TN"
2013,"Anderson","TX",19687,116,"Anderson TX"
2014,"Anderson","KS",3281,15,"Anderson KS"
2014,"Anderson","KY",11120,10,"Anderson KY"
2014,"Anderson","SC",36358,296,"Anderson SC"
2014,"Anderson","TN",13335,56,"Anderson TN"
2014,"Anderson","TX",19766,111,"Anderson TX"
2015,"Anderson","KS",3266,7,"Anderson KS"
2015,"Anderson","KY",11135,3,"Anderson KY"
2015,"Anderson","SC",14304,49,"Anderson SC"
2015,"Anderson","TN",40967,73,"Anderson TN"
2015,"Anderson","TX",19473,191,"Anderson TX"
2017,"Anderson","KS",3645,10,"Anderson KS"
2017,"Anderson","KY",11211,9,"Anderson KY"
2017,"Anderson","SC",45605,261,"Anderson SC"
2017,"Anderson","TN",42925,231,"Anderson TN"
2005,"Andrew","MO",6827,4,"Andrew MO"
2006,"Andrew","MO",6872,12,"Andrew MO"
2007,"Andrew","MO",7095,5,"Andrew MO"
2008,"Andrew","MO",7009,6,"Andrew MO"
2009,"Andrew","MO",7554,3,"Andrew MO"
2010,"Andrew","MO",7541,6,"Andrew MO"
2011,"Andrew","MO",7533,6,"Andrew MO"
2012,"Andrew","MO",7480,9,"Andrew MO"
2013,"Andrew","MO",5113,3,"Andrew MO"
2014,"Andrew","MO",7636,7,"Andrew MO"
2015,"Andrew","MO",7622,6,"Andrew MO"
2017,"Andrew","MO",7607,6,"Andrew MO"
1999,"Andrews","TX",10419,283,"Andrews TX"
2000,"Andrews","TX",10592,332,"Andrews TX"
2001,"Andrews","TX",10419,283,"Andrews TX"
2005,"Andrews","TX",9619,33,"Andrews TX"
2006,"Andrews","TX",9657,31,"Andrews TX"
2007,"Andrews","TX",9541,53,"Andrews TX"
2008,"Andrews","TX",9708,51,"Andrews TX"
2009,"Andrews","TX",10209,79,"Andrews TX"
2010,"Andrews","TX",10508,49,"Andrews TX"
2011,"Andrews","TX",11321,82,"Andrews TX"
2012,"Andrews","TX",11751,89,"Andrews TX"
2013,"Andrews","TX",12529,94,"Andrews TX"
2014,"Andrews","TX",13153,80,"Andrews TX"
2015,"Andrews","TX",13835,78,"Andrews TX"
2017,"Andrews","TX",14032,50,"Andrews TX"
2000,"Androscoggin","ME",59684,0,"Androscoggin ME"
2003,"Androscoggin","ME",59301,96,"Androscoggin ME"
2004,"Androscoggin","ME",59758,91,"Androscoggin ME"
2005,"Androscoggin","ME",65993,114,"Androscoggin ME"
2006,"Androscoggin","ME",66128,120,"Androscoggin ME"
2007,"Androscoggin","ME",65353,132,"Androscoggin ME"
2008,"Androscoggin","ME",64748,145,"Androscoggin ME"
2009,"Androscoggin","ME",64616,129,"Androscoggin ME"
2010,"Androscoggin","ME",64494,140,"Androscoggin ME"
2011,"Androscoggin","ME",65857,130,"Androscoggin ME"
2012,"Androscoggin","ME",65726,130,"Androscoggin ME"
2013,"Androscoggin","ME",65544,129,"Androscoggin ME"
2014,"Androscoggin","ME",65525,116,"Androscoggin ME"
2015,"Androscoggin","ME",65249,101,"Androscoggin ME"
2017,"Androscoggin","ME",65088,143,"Androscoggin ME"
1999,"Angelina","TX",33732,0,"Angelina TX"
2000,"Angelina","TX",34831,0,"Angelina TX"
2001,"Angelina","TX",33732,0,"Angelina TX"
2003,"Angelina","TX",33257,200,"Angelina TX"
2004,"Angelina","TX",33719,234,"Angelina TX"
2005,"Angelina","TX",45740,199,"Angelina TX"
2006,"Angelina","TX",46368,248,"Angelina TX"
2007,"Angelina","TX",45799,212,"Angelina TX"
2008,"Angelina","TX",46145,200,"Angelina TX"
2009,"Angelina","TX",46681,198,"Angelina TX"
2010,"Angelina","TX",46680,216,"Angelina TX"
2011,"Angelina","TX",47675,230,"Angelina TX"
2012,"Angelina","TX",47869,261,"Angelina TX"
2013,"Angelina","TX",12242,37,"Angelina TX"
2014,"Angelina","TX",48451,212,"Angelina TX"
2015,"Angelina","TX",48657,174,"Angelina TX"
2017,"Angelina","TX",43797,148,"Angelina TX"
1999,"Anne Arundel","MD",33826,0,"Anne Arundel MD"
2000,"Anne Arundel","MD",33925,0,"Anne Arundel MD"
2001,"Anne Arundel","MD",33826,0,"Anne Arundel MD"
2003,"Anne Arundel","MD",36533,390,"Anne Arundel MD"
2004,"Anne Arundel","MD",36501,437,"Anne Arundel MD"
2005,"Anne Arundel","MD",36493,445,"Anne Arundel MD"
2006,"Anne Arundel","MD",36399,515,"Anne Arundel MD"
2007,"Anne Arundel","MD",36462,448,"Anne Arundel MD"
2008,"Anne Arundel","MD",36683,320,"Anne Arundel MD"
2009,"Anne Arundel","MD",36586,243,"Anne Arundel MD"
2010,"Anne Arundel","MD",37180,226,"Anne Arundel MD"
2011,"Anne Arundel","MD",38758,176,"Anne Arundel MD"
2012,"Anne Arundel","MD",39255,177,"Anne Arundel MD"
2013,"Anne Arundel","MD",38649,169,"Anne Arundel MD"
2014,"Anne Arundel","MD",38803,194,"Anne Arundel MD"
2015,"Anne Arundel","MD",38986,189,"Anne Arundel MD"
2017,"Anne Arundel","MD",39596,221,"Anne Arundel MD"
1999,"Anoka","MN",235786,2913,"Anoka MN"
2000,"Anoka","MN",187972,3815,"Anoka MN"
2001,"Anoka","MN",235786,2913,"Anoka MN"
2003,"Anoka","MN",18081,41,"Anoka MN"
2004,"Anoka","MN",271374,438,"Anoka MN"
2005,"Anoka","MN",245764,596,"Anoka MN"
2013,"Anoka","MN",238463,372,"Anoka MN"
2014,"Anoka","MN",137979,191,"Anoka MN"
2015,"Anoka","MN",243665,375,"Anoka MN"
2017,"Anoka","MN",246071,374,"Anoka MN"
2005,"Anson","NC",5417,62,"Anson NC"
2006,"Anson","NC",5368,46,"Anson NC"
2007,"Anson","NC",5134,38,"Anson NC"
2008,"Anson","NC",5061,63,"Anson NC"
2011,"Anson","NC",5887,63,"Anson NC"
2012,"Anson","NC",5797,74,"Anson NC"
2013,"Anson","NC",5673,80,"Anson NC"
2014,"Anson","NC",5665,56,"Anson NC"
2015,"Anson","NC",5574,69,"Anson NC"
2017,"Antelope","NE",1512,3,"Antelope NE"
2005,"Antrim","MI",2728,3,"Antrim MI"
2006,"Antrim","MI",3089,4,"Antrim MI"
2007,"Antrim","MI",3088,7,"Antrim MI"
2008,"Antrim","MI",2662,2,"Antrim MI"
2010,"Antrim","MI",4982,3,"Antrim MI"
2011,"Antrim","MI",5066,4,"Antrim MI"
2012,"Antrim","MI",5018,5,"Antrim MI"
2013,"Antrim","MI",5031,4,"Antrim MI"
2014,"Antrim","MI",5027,1,"Antrim MI"
2015,"Antrim","MI",4992,5,"Antrim MI"
2017,"Antrim","MI",4959,1,"Antrim MI"
2005,"Apache","AZ",6212,36,"Apache AZ"
2006,"Apache","AZ",6315,36,"Apache AZ"
2007,"Apache","AZ",6326,17,"Apache AZ"
2008,"Apache","AZ",4536,6,"Apache AZ"
2009,"Apache","AZ",6535,20,"Apache AZ"
2010,"Apache","AZ",6319,22,"Apache AZ"
2011,"Apache","AZ",6943,17,"Apache AZ"
2012,"Apache","AZ",7016,14,"Apache AZ"
2013,"Apache","AZ",7043,24,"Apache AZ"
2014,"Apache","AZ",6885,9,"Apache AZ"
2015,"Apache","AZ",6879,12,"Apache AZ"
2017,"Apache","AZ",7001,21,"Apache AZ"
2005,"Appanoose","IA",5821,19,"Appanoose IA"
2006,"Appanoose","IA",5819,21,"Appanoose IA"
2007,"Appanoose","IA",5662,16,"Appanoose IA"
2008,"Appanoose","IA",5466,26,"Appanoose IA"
2009,"Appanoose","IA",5393,22,"Appanoose IA"
2010,"Appanoose","IA",5367,24,"Appanoose IA"
2011,"Appanoose","IA",5557,29,"Appanoose IA"
2012,"Appanoose","IA",5513,29,"Appanoose IA"
2013,"Appanoose","IA",5444,28,"Appanoose IA"
2014,"Appanoose","IA",5429,16,"Appanoose IA"
2015,"Appanoose","IA",5410,29,"Appanoose IA"
2017,"Appanoose","IA",5316,19,"Appanoose IA"
2005,"Appling","GA",4577,63,"Appling GA"
2007,"Appling","GA",4444,36,"Appling GA"
2009,"Appling","GA",4575,25,"Appling GA"
2010,"Appling","GA",4377,28,"Appling GA"
2011,"Appling","GA",4458,16,"Appling GA"
2012,"Appling","GA",4445,11,"Appling GA"
2013,"Appling","GA",4434,15,"Appling GA"
2015,"Appling","GA",4482,23,"Appling GA"
2017,"Appling","GA",5052,48,"Appling GA"
2005,"Aransas","TX",8837,29,"Aransas TX"
2006,"Aransas","TX",9297,31,"Aransas TX"
2007,"Aransas","TX",9464,13,"Aransas TX"
2008,"Aransas","TX",9622,19,"Aransas TX"
2009,"Aransas","TX",10026,18,"Aransas TX"
2010,"Aransas","TX",10012,14,"Aransas TX"
2011,"Aransas","TX",8950,17,"Aransas TX"
2012,"Aransas","TX",8978,33,"Aransas TX"
2013,"Aransas","TX",10673,35,"Aransas TX"
2014,"Aransas","TX",11655,38,"Aransas TX"
2015,"Aransas","TX",12104,38,"Aransas TX"
2017,"Aransas","TX",12486,21,"Aransas TX"
1999,"Arapahoe","CO",88970,699,"Arapahoe CO"
2000,"Arapahoe","CO",15276,889,"Arapahoe CO"
2001,"Arapahoe","CO",88970,699,"Arapahoe CO"
2003,"Arapahoe","CO",187306,377,"Arapahoe CO"
2004,"Arapahoe","CO",186736,435,"Arapahoe CO"
2005,"Arapahoe","CO",204947,545,"Arapahoe CO"
2006,"Arapahoe","CO",194934,556,"Arapahoe CO"
2007,"Arapahoe","CO",202737,476,"Arapahoe CO"
2008,"Arapahoe","CO",204985,411,"Arapahoe CO"
2009,"Arapahoe","CO",206276,530,"Arapahoe CO"
2010,"Arapahoe","CO",203699,461,"Arapahoe CO"
2011,"Arapahoe","CO",176146,306,"Arapahoe CO"
2012,"Arapahoe","CO",207316,341,"Arapahoe CO"
2013,"Arapahoe","CO",182654,265,"Arapahoe CO"
2014,"Arapahoe","CO",218104,338,"Arapahoe CO"
2015,"Arapahoe","CO",190136,315,"Arapahoe CO"
2017,"Arapahoe","CO",67676,140,"Arapahoe CO"
2005,"Archer","TX",1739,0,"Archer TX"
2006,"Archer","TX",1729,0,"Archer TX"
2007,"Archer","TX",1821,1,"Archer TX"
2008,"Archer","TX",1785,0,"Archer TX"
2009,"Archer","TX",1809,0,"Archer TX"
2010,"Archer","TX",3546,4,"Archer TX"
2011,"Archer","TX",3668,6,"Archer TX"
2012,"Archer","TX",3562,7,"Archer TX"
2005,"Archuleta","CO",1629,13,"Archuleta CO"
2006,"Archuleta","CO",1659,5,"Archuleta CO"
2007,"Archuleta","CO",1699,4,"Archuleta CO"
2008,"Archuleta","CO",1735,2,"Archuleta CO"
2009,"Archuleta","CO",1762,11,"Archuleta CO"
2010,"Archuleta","CO",1814,9,"Archuleta CO"
2011,"Archuleta","CO",1757,18,"Archuleta CO"
2012,"Archuleta","CO",1741,10,"Archuleta CO"
2013,"Archuleta","CO",1710,10,"Archuleta CO"
2014,"Archuleta","CO",1718,13,"Archuleta CO"
2015,"Archuleta","CO",1749,5,"Archuleta CO"
2017,"Archuleta","CO",1858,11,"Archuleta CO"
2008,"Arenac","MI",1940,2,"Arenac MI"
2010,"Arenac","MI",1774,0,"Arenac MI"
2011,"Arenac","MI",1508,2,"Arenac MI"
2015,"Arenac","MI",1450,1,"Arenac MI"
2017,"Arenac","MI",848,0,"Arenac MI"
2000,"Arkansas","AR",10194,459,"Arkansas AR"
2005,"Arkansas","AR",12926,67,"Arkansas AR"
2006,"Arkansas","AR",12936,60,"Arkansas AR"
2007,"Arkansas","AR",12551,77,"Arkansas AR"
2008,"Arkansas","AR",12218,76,"Arkansas AR"
2009,"Arkansas","AR",12114,54,"Arkansas AR"
2010,"Arkansas","AR",11925,60,"Arkansas AR"
2011,"Arkansas","AR",12714,48,"Arkansas AR"
2012,"Arkansas","AR",3282,19,"Arkansas AR"
2013,"Arkansas","AR",12522,64,"Arkansas AR"
2014,"Arkansas","AR",12466,79,"Arkansas AR"
2015,"Arkansas","AR",12281,126,"Arkansas AR"
2017,"Arkansas","AR",12002,84,"Arkansas AR"
2005,"Armstrong","PA",4842,17,"Armstrong PA"
2006,"Armstrong","PA",1356,1,"Armstrong PA"
2007,"Armstrong","PA",5008,10,"Armstrong PA"
2008,"Armstrong","PA",6105,6,"Armstrong PA"
2009,"Armstrong","PA",14198,36,"Armstrong PA"
2010,"Armstrong","PA",11445,12,"Armstrong PA"
2011,"Armstrong","PA",9756,15,"Armstrong PA"
2012,"Armstrong","PA",11163,12,"Armstrong PA"
2013,"Armstrong","PA",12828,18,"Armstrong PA"
2014,"Armstrong","PA",15242,19,"Armstrong PA"
2015,"Armstrong","PA",7392,14,"Armstrong PA"
2017,"Armstrong","PA",18598,39,"Armstrong PA"
2005,"Aroostook","ME",42071,30,"Aroostook ME"
2006,"Aroostook","ME",41777,34,"Aroostook ME"
2007,"Aroostook","ME",43762,47,"Aroostook ME"
2008,"Aroostook","ME",43089,30,"Aroostook ME"
2009,"Aroostook","ME",42831,33,"Aroostook ME"
2010,"Aroostook","ME",42937,43,"Aroostook ME"
2011,"Aroostook","ME",43101,41,"Aroostook ME"
2012,"Aroostook","ME",42910,42,"Aroostook ME"
2013,"Aroostook","ME",42287,37,"Aroostook ME"
2014,"Aroostook","ME",41779,52,"Aroostook ME"
2015,"Aroostook","ME",41299,46,"Aroostook ME"
2017,"Aroostook","ME",40425,83,"Aroostook ME"
2005,"Ascension","LA",8414,57,"Ascension LA"
2006,"Ascension","LA",8056,32,"Ascension LA"
2007,"Ascension","LA",9067,54,"Ascension LA"
2008,"Ascension","LA",9252,35,"Ascension LA"
2009,"Ascension","LA",9531,19,"Ascension LA"
2011,"Ascension","LA",11284,45,"Ascension LA"
2013,"Ascension","LA",10301,66,"Ascension LA"
2014,"Ascension","LA",10426,52,"Ascension LA"
2015,"Ascension","LA",10624,52,"Ascension LA"
2017,"Ascension","LA",11012,92,"Ascension LA"
2005,"Ashe","NC",2536,5,"Ashe NC"
2006,"Ashe","NC",1393,0,"Ashe NC"
2007,"Ashe","NC",1368,2,"Ashe NC"
2008,"Ashe","NC",2481,3,"Ashe NC"
2009,"Ashe","NC",2462,2,"Ashe NC"
2011,"Ashe","NC",2946,1,"Ashe NC"
2012,"Ashe","NC",1306,2,"Ashe NC"
2014,"Ashe","NC",1616,1,"Ashe NC"
2015,"Ashe","NC",1313,0,"Ashe NC"
2004,"Ashland","OH",21493,21,"Ashland OH"
2005,"Ashland","OH",24628,27,"Ashland OH"
2005,"Ashland","WI",8423,36,"Ashland WI"
2006,"Ashland","OH",24562,23,"Ashland OH"
2006,"Ashland","WI",8336,33,"Ashland WI"
2007,"Ashland","OH",24934,21,"Ashland OH"
2007,"Ashland","WI",8147,25,"Ashland WI"
2008,"Ashland","OH",24899,20,"Ashland OH"
2008,"Ashland","WI",7999,22,"Ashland WI"
2009,"Ashland","OH",24999,14,"Ashland OH"
2009,"Ashland","WI",8066,29,"Ashland WI"
2010,"Ashland","OH",24792,15,"Ashland OH"
2011,"Ashland","OH",23020,17,"Ashland OH"
2011,"Ashland","WI",8252,27,"Ashland WI"
2012,"Ashland","OH",23007,22,"Ashland OH"
2012,"Ashland","WI",8230,31,"Ashland WI"
2013,"Ashland","OH",23641,14,"Ashland OH"
2013,"Ashland","WI",8097,32,"Ashland WI"
2014,"Ashland","OH",23627,24,"Ashland OH"
2014,"Ashland","WI",8107,31,"Ashland WI"
2015,"Ashland","OH",22765,29,"Ashland OH"
2015,"Ashland","WI",8169,42,"Ashland WI"
2017,"Ashland","OH",23127,28,"Ashland OH"
2017,"Ashland","WI",7915,34,"Ashland WI"
2005,"Ashley","AR",8929,36,"Ashley AR"
2006,"Ashley","AR",8744,54,"Ashley AR"
2007,"Ashley","AR",8393,36,"Ashley AR"
2008,"Ashley","AR",8170,47,"Ashley AR"
2009,"Ashley","AR",8148,39,"Ashley AR"
2010,"Ashley","AR",7993,54,"Ashley AR"
2011,"Ashley","AR",8428,21,"Ashley AR"
2012,"Ashley","AR",8370,36,"Ashley AR"
2013,"Ashley","AR",8211,49,"Ashley AR"
2014,"Ashley","AR",8133,37,"Ashley AR"
2015,"Ashley","AR",7982,44,"Ashley AR"
2017,"Ashley","AR",7788,38,"Ashley AR"
1999,"Ashtabula","OH",12890,377,"Ashtabula OH"
2000,"Ashtabula","OH",13219,425,"Ashtabula OH"
2001,"Ashtabula","OH",12890,377,"Ashtabula OH"
2003,"Ashtabula","OH",12338,20,"Ashtabula OH"
2004,"Ashtabula","OH",12692,21,"Ashtabula OH"
2005,"Ashtabula","OH",14241,37,"Ashtabula OH"
2006,"Ashtabula","OH",12663,37,"Ashtabula OH"
2007,"Ashtabula","OH",19079,42,"Ashtabula OH"
2008,"Ashtabula","OH",18725,33,"Ashtabula OH"
2009,"Ashtabula","OH",17219,33,"Ashtabula OH"
2010,"Ashtabula","OH",13816,18,"Ashtabula OH"
2011,"Ashtabula","OH",14139,35,"Ashtabula OH"
2012,"Ashtabula","OH",14109,26,"Ashtabula OH"
2013,"Ashtabula","OH",12895,10,"Ashtabula OH"
2014,"Ashtabula","OH",12889,54,"Ashtabula OH"
2015,"Ashtabula","OH",1212,4,"Ashtabula OH"
2005,"Asotin","WA",8491,26,"Asotin WA"
2006,"Asotin","WA",8573,16,"Asotin WA"
2007,"Asotin","WA",8361,18,"Asotin WA"
2008,"Asotin","WA",7123,21,"Asotin WA"
2009,"Asotin","WA",8327,37,"Asotin WA"
2010,"Asotin","WA",8264,23,"Asotin WA"
2011,"Asotin","WA",8613,18,"Asotin WA"
2012,"Asotin","WA",1282,2,"Asotin WA"
2013,"Asotin","WA",8571,28,"Asotin WA"
2014,"Asotin","WA",8672,36,"Asotin WA"
2015,"Asotin","WA",8686,31,"Asotin WA"
2009,"Assumption","LA",654,1,"Assumption LA"
2010,"Assumption","LA",646,1,"Assumption LA"
2011,"Assumption","LA",666,1,"Assumption LA"
2012,"Assumption","LA",657,0,"Assumption LA"
2013,"Assumption","LA",645,1,"Assumption LA"
2000,"Atascosa","TX",10358,254,"Atascosa TX"
2005,"Atascosa","TX",19907,43,"Atascosa TX"
2006,"Atascosa","TX",20446,63,"Atascosa TX"
2007,"Atascosa","TX",16194,55,"Atascosa TX"
2008,"Atascosa","TX",20578,57,"Atascosa TX"
2009,"Atascosa","TX",20772,60,"Atascosa TX"
2010,"Atascosa","TX",21004,63,"Atascosa TX"
2011,"Atascosa","TX",18947,52,"Atascosa TX"
2012,"Atascosa","TX",19115,51,"Atascosa TX"
2013,"Atascosa","TX",19545,50,"Atascosa TX"
2014,"Atascosa","TX",19972,57,"Atascosa TX"
2015,"Atascosa","TX",20374,37,"Atascosa TX"
2017,"Atascosa","TX",21410,69,"Atascosa TX"
2003,"Atchison","KS",10134,26,"Atchison KS"
2004,"Atchison","KS",10156,36,"Atchison KS"
2005,"Atchison","KS",10219,20,"Atchison KS"
2006,"Atchison","KS",10241,41,"Atchison KS"
2006,"Atchison","MO",3233,3,"Atchison MO"
2007,"Atchison","KS",10138,32,"Atchison KS"
2007,"Atchison","MO",3129,9,"Atchison MO"
2008,"Atchison","KS",10059,52,"Atchison KS"
2008,"Atchison","MO",3118,3,"Atchison MO"
2009,"Atchison","KS",10378,47,"Atchison KS"
2009,"Atchison","MO",3077,1,"Atchison MO"
2010,"Atchison","KS",10483,18,"Atchison KS"
2010,"Atchison","MO",3062,9,"Atchison MO"
2011,"Atchison","KS",11091,29,"Atchison KS"
2011,"Atchison","MO",2912,2,"Atchison MO"
2012,"Atchison","KS",10999,49,"Atchison KS"
2012,"Atchison","MO",2849,8,"Atchison MO"
2013,"Atchison","KS",10940,33,"Atchison KS"
2013,"Atchison","MO",2793,0,"Atchison MO"
2014,"Atchison","KS",10908,38,"Atchison KS"
2014,"Atchison","MO",2758,7,"Atchison MO"
2015,"Atchison","KS",10716,32,"Atchison KS"
2015,"Atchison","MO",2716,2,"Atchison MO"
2017,"Atchison","KS",10628,37,"Atchison KS"
2017,"Atchison","MO",2671,6,"Atchison MO"
1999,"Athens","OH",21797,556,"Athens OH"
2000,"Athens","OH",22155,660,"Athens OH"
2001,"Athens","OH",21797,556,"Athens OH"
2003,"Athens","OH",21572,9,"Athens OH"
2004,"Athens","OH",22265,38,"Athens OH"
2005,"Athens","OH",21834,35,"Athens OH"
2006,"Athens","OH",20943,26,"Athens OH"
2007,"Athens","OH",20833,40,"Athens OH"
2008,"Athens","OH",27401,27,"Athens OH"
2009,"Athens","OH",27563,44,"Athens OH"
2010,"Athens","OH",29857,31,"Athens OH"
2011,"Athens","OH",31037,42,"Athens OH"
2012,"Athens","OH",23834,15,"Athens OH"
2013,"Athens","OH",29932,30,"Athens OH"
2014,"Athens","OH",31206,36,"Athens OH"
2015,"Athens","OH",30917,30,"Athens OH"
